cpf,cartao,produto,tipo_conta,data_contestacao,transacao_contestada_valor,data_transacao,hora_transacao,modalidade_fraude,numero_ticket,segmento,tipo_transacao,idade,regiao,uf,estabelecimento,adquirente
92810437505,,Conta Corrente,Conta Corrente,2026-05-08,853.55,2026-05-07,07:44:00,Transferência não reconhecida,CC100247,Uniclass,Online,44,Sudeste,RJ,,
10267485344,,Conta Corrente,Conta Corrente,2026-05-11,1308.0,2026-05-11,21:08:00,Transferência não reconhecida,CC100281,Uniclass,Online,20,Sul,SC,,
08235697483,,Conta Corrente,Conta Corrente,2026-06-30,552.68,2026-06-27,02:23:00,Transferência não reconhecida,CC100195,Private,Online,43,Sul,SC,,
29736058492,,Conta Corrente,Conta Corrente,2026-02-22,1279.71,2026-02-20,11:05:00,Pix indevido,CC100301,Personnalité,Online,34,Sudeste,SP,,
86592430133,,Conta Corrente,Conta Corrente,2026-04-30,136.32,2026-04-28,07:56:00,Boleto falso,CC100336,Varejo,Online,39,Nordeste,RN,,
62347159070,,Conta Corrente,Conta Corrente,2026-01-25,1753.55,2026-01-23,21:40:00,Boleto falso,CC100222,Varejo,Online,28,Sudeste,SP,,
25743168946,4429229631635055,Cartão,Conta Corrente,2026-03-31,525.79,2026-03-30,01:38:12,Engenharia social,TK100036,Uniclass,Online,19,Sudeste,ES,Steam,PagSeguro
13720859630,,Conta Corrente,Conta Corrente,2026-06-01,1169.21,2026-05-31,23:00:00,Pix indevido,CC100139,Private,Online,52,Norte,PA,,
80621549398,,Conta Corrente,Conta Corrente,2026-04-24,1427.86,2026-04-22,17:41:00,Pix indevido,CC100320,Varejo,Online,74,Nordeste,BA,,
40628957149,,Conta Corrente,Conta Corrente,2026-05-24,1276.04,2026-05-22,10:19:00,Transferência não reconhecida,CC100184,Varejo,Online,37,Norte,PA,,
39206187503,,Conta Corrente,Conta Corrente,2026-03-30,2309.55,2026-03-27,13:07:00,Transferência não reconhecida,CC100239,Varejo,Online,43,Nordeste,PB,,
67358940229,,Conta Corrente,Conta Corrente,2026-05-21,2364.79,2026-05-18,06:55:00,Transferência não reconhecida,CC100253,Personnalité,Online,38,Sul,SC,,
83726019502,4604260176154207,Cartão,Conta Corrente,2026-06-30,911.95,2026-06-27,01:43:20,Transação recorrente indevida,TK100059,Personnalité,Online,55,Sul,RS,Steam,PagSeguro
25319870450,4249992482052695,Cartão,Conta Corrente,2026-04-14,937.9,2026-04-13,06:00:47,Compra não reconhecida,TK100111,Uniclass,Online,42,Sudeste,RJ,Steam,Cielo
93167824573,,Conta Corrente,Conta Corrente,2026-04-03,1393.39,2026-04-03,07:20:00,Boleto falso,CC100196,Varejo,Online,38,Sudeste,ES,,
74628531080,,Conta Corrente,Conta Corrente,2026-01-29,2009.73,2026-01-26,07:57:00,Pix indevido,CC100208,Varejo,Online,51,Sudeste,RJ,,
86204713922,4731715789406241,Cartão,Conta Corrente,2026-06-14,365.53,2026-06-13,23:59:51,Engenharia social,TK100006,Personnalité,Online,29,Nordeste,BA,Steam,PagSeguro
26018549794,,Conta Corrente,Conta Corrente,2026-04-10,1609.18,2026-04-08,05:58:00,Transferência não reconhecida,CC100316,Varejo,Online,56,Sul,RS,,
65409182758,,Conta Corrente,Conta Corrente,2026-05-18,754.88,2026-05-16,07:27:00,Pix indevido,CC100302,Uniclass,Online,43,Sudeste,MG,,
50917684249,,Conta Corrente,Conta Corrente,2026-05-30,176.15,2026-05-28,21:17:00,Boleto falso,CC100158,Uniclass,Online,20,Nordeste,PE,,
04329765829,,Conta Corrente,Conta Corrente,2026-02-22,2257.13,2026-02-22,00:55:00,Boleto falso,CC100150,Uniclass,Online,59,Nordeste,BA,,
10684739593,,Conta Corrente,Conta Corrente,2026-01-10,275.57,2026-01-08,05:28:00,Transferência não reconhecida,CC100177,Uniclass,Online,35,Sudeste,SP,,
78621394537,4809204595419431,Cartão,Conta Corrente,2026-05-24,886.81,2026-05-22,23:16:19,Cartão clonado,TK100010,Private,Online,46,Centro-Oeste,MS,Eletrônicos Y,PagSeguro
39526714873,,Conta Corrente,Conta Corrente,2026-06-04,2431.31,2026-06-03,10:04:00,Pix indevido,CC100231,Personnalité,Online,18,Norte,TO,,
26175049306,4935141900557115,Cartão,Conta Corrente,2026-04-28,1017.1,2026-04-28,02:00:43,Phishing,TK100103,Varejo,Online,28,Norte,AM,PlayStation,Rede
10839572603,4511967936524254,Cartão,Conta Corrente,2026-03-02,858.25,2026-02-28,23:58:48,Engenharia social,TK100081,Uniclass,Online,51,Sudeste,SP,Steam,PagSeguro
04396128703,,Conta Corrente,Conta Corrente,2026-02-16,2238.77,2026-02-16,13:24:00,Boleto falso,CC100249,Varejo,Online,47,Sudeste,SP,,
30987625438,,Conta Corrente,Conta Corrente,2026-01-17,1154.3,2026-01-17,14:24:00,Pix indevido,CC100274,Varejo,Online,69,Nordeste,CE,,
51298467020,,Conta Corrente,Conta Corrente,2026-04-07,1833.7,2026-04-06,06:40:00,Pix indevido,CC100167,Varejo,Online,48,Nordeste,BA,,
21436985005,,Conta Corrente,Conta Corrente,2026-01-27,1346.28,2026-01-24,20:39:00,Transferência não reconhecida,CC100410,Varejo,Online,42,Norte,AM,,
45923017814,,Conta Corrente,Conta Corrente,2026-02-25,59.83,2026-02-22,09:42:00,Boleto falso,CC100405,Personnalité,Online,25,Nordeste,PB,,
61307592821,,Conta Corrente,Conta Corrente,2026-03-07,1795.98,2026-03-06,15:07:00,Transferência não reconhecida,CC100322,Uniclass,Online,23,Norte,PA,,
93245867182,,Conta Corrente,Conta Corrente,2026-04-09,57.28,2026-04-07,02:08:00,Boleto falso,CC100304,Personnalité,Online,48,Sudeste,ES,,
20369781503,,Conta Corrente,Conta Corrente,2026-03-30,2367.6,2026-03-27,17:12:00,Transferência não reconhecida,CC100210,Uniclass,Online,46,Centro-Oeste,MT,,
04126389750,,Conta Corrente,Conta Corrente,2026-02-04,979.78,2026-02-04,23:27:00,Boleto falso,CC100194,Uniclass,Online,71,Centro-Oeste,MS,,
70628349556,4398470270763682,Cartão,Conta Corrente,2026-04-11,874.32,2026-04-08,02:11:35,Engenharia social,TK100089,Varejo,Online,43,Sudeste,ES,Mercado Livre,Getnet
82704639140,,Conta Corrente,Conta Corrente,2026-03-08,204.83,2026-03-06,00:13:00,Boleto falso,CC100386,Varejo,Online,52,Norte,PA,,
97860123568,,Conta Corrente,Conta Corrente,2026-03-04,2256.86,2026-03-03,22:56:00,Boleto falso,CC100163,Varejo,Online,29,Sudeste,RJ,,
65238904142,,Conta Corrente,Conta Corrente,2026-01-29,1231.09,2026-01-28,08:34:00,Pix indevido,CC100204,Varejo,Online,23,Sudeste,ES,,
70628349556,,Conta Corrente,Conta Corrente,2026-05-04,1568.2,2026-05-03,20:25:00,Pix indevido,CC100147,Varejo,Online,43,Sudeste,ES,,
94170832523,4973459649384780,Cartão,Conta Corrente,2026-02-08,645.8,2026-02-07,01:22:52,Cartão clonado,TK100002,Uniclass,Online,35,Centro-Oeste,GO,Mercado Livre,Stone
46579082194,4095364505378943,Cartão,Conta Corrente,2026-05-23,782.18,2026-05-20,05:50:55,Engenharia social,TK100092,Varejo,Online,32,Sudeste,MG,Eletrônicos Y,Getnet
56134720925,4458310838394781,Cartão,Conta Corrente,2026-01-28,1676.76,2026-01-24,05:52:17,Compra não reconhecida,TK100069,Uniclass,Online,18,Sul,PR,PlayStation,Rede
29067835447,,Conta Corrente,Conta Corrente,2026-04-04,968.35,2026-04-03,16:22:00,Boleto falso,CC100382,Varejo,Online,53,Sudeste,SP,,
51704839297,,Conta Corrente,Conta Corrente,2026-06-29,632.82,2026-06-28,05:54:00,Transferência não reconhecida,CC100123,Uniclass,Online,43,Sudeste,RJ,,
39206187503,,Conta Corrente,Conta Corrente,2026-05-15,379.09,2026-05-12,15:54:00,Pix indevido,CC100323,Varejo,Online,43,Nordeste,PB,,
39507216499,4552369089102309,Cartão,Conta Corrente,2026-04-07,578.66,2026-04-06,02:39:21,Compra não reconhecida,TK100096,Uniclass,Online,36,Sudeste,MG,Eletrônicos Y,Cielo
61298437555,,Conta Corrente,Conta Corrente,2026-06-16,1021.95,2026-06-16,03:27:00,Boleto falso,CC100143,Varejo,Online,59,Centro-Oeste,MT,,
87254103932,,Conta Corrente,Conta Corrente,2026-06-24,687.93,2026-06-22,03:31:00,Transferência não reconhecida,CC100332,Varejo,Online,36,Sudeste,SP,,
51036798259,,Conta Corrente,Conta Corrente,2026-06-12,149.31,2026-06-12,08:58:00,Transferência não reconhecida,CC100262,Varejo,Online,26,Sudeste,SP,,
61948725002,4140009230064726,Cartão,Conta Corrente,2026-06-08,1698.81,2026-06-05,02:31:59,Compra não reconhecida,TK100097,Uniclass,Online,39,Sul,RS,Loja Online X,Cielo
02358914797,,Conta Corrente,Conta Corrente,2026-04-14,495.19,2026-04-14,04:49:00,Transferência não reconhecida,CC100370,Varejo,Online,27,Nordeste,PB,,
10975368400,4800964596683270,Cartão,Conta Corrente,2026-03-21,1776.01,2026-03-17,23:11:47,Compra não reconhecida,TK100068,Personnalité,Online,31,Sudeste,MG,Eletrônicos Y,PagSeguro
73628104904,4000770852093058,Cartão,Conta Corrente,2026-06-27,1418.81,2026-06-24,04:15:55,Compra não reconhecida,TK100023,Varejo,Online,28,Sudeste,RJ,Steam,Getnet
10634527835,4531506213415503,Cartão,Conta Corrente,2026-01-22,908.92,2026-01-18,04:12:33,Compra não reconhecida,TK100037,Uniclass,Online,18,Sul,PR,Steam,PagSeguro
26018549794,,Conta Corrente,Conta Corrente,2026-03-22,2398.7,2026-03-20,08:15:00,Boleto falso,CC100144,Varejo,Online,56,Sul,RS,,
03962857400,,Conta Corrente,Conta Corrente,2026-05-07,1030.83,2026-05-05,19:41:00,Boleto falso,CC100122,Uniclass,Online,32,Sudeste,MG,,
03297481650,,Conta Corrente,Conta Corrente,2026-04-28,1926.9,2026-04-27,05:31:00,Transferência não reconhecida,CC100394,Varejo,Online,63,Sul,SC,,
54190837601,,Conta Corrente,Conta Corrente,2026-06-02,366.31,2026-06-02,09:25:00,Transferência não reconhecida,CC100202,Varejo,Online,42,Nordeste,RN,,
32459876173,,Conta Corrente,Conta Corrente,2026-05-04,121.77,2026-05-01,02:27:00,Pix indevido,CC100182,Personnalité,Online,28,Norte,PA,,
82496735146,4228935736976646,Cartão,Conta Corrente,2026-03-24,1413.12,2026-03-23,06:24:22,Compra não reconhecida,TK100067,Varejo,Online,32,Sul,PR,Steam,Rede
20615943870,,Conta Corrente,Conta Corrente,2026-03-14,2150.36,2026-03-11,15:31:00,Transferência não reconhecida,CC100417,Private,Online,63,Sudeste,ES,,
14523076871,,Conta Corrente,Conta Corrente,2026-04-18,1403.9,2026-04-17,06:54:00,Pix indevido,CC100266,Varejo,Online,40,Sudeste,RJ,,
05416239743,,Conta Corrente,Conta Corrente,2026-05-26,2422.61,2026-05-26,04:23:00,Transferência não reconhecida,CC100376,Varejo,Online,45,Sudeste,MG,,
37652814090,,Conta Corrente,Conta Corrente,2026-05-02,1445.88,2026-04-30,23:54:00,Pix indevido,CC100307,Varejo,Online,18,Centro-Oeste,GO,,
15378920612,,Conta Corrente,Conta Corrente,2026-05-30,909.77,2026-05-29,08:58:00,Transferência não reconhecida,CC100261,Private,Online,54,Sudeste,ES,,
13056879493,,Conta Corrente,Conta Corrente,2026-01-07,2309.13,2026-01-04,03:13:00,Pix indevido,CC100347,Uniclass,Online,36,Nordeste,PE,,
63415087948,,Conta Corrente,Conta Corrente,2026-06-26,1479.86,2026-06-24,01:33:00,Boleto falso,CC100238,Personnalité,Online,49,Sudeste,RJ,,
65937802438,,Conta Corrente,Conta Corrente,2026-04-22,80.06,2026-04-21,16:29:00,Boleto falso,CC100125,Personnalité,Online,29,Sudeste,MG,,
03184962598,,Conta Corrente,Conta Corrente,2026-01-16,1112.72,2026-01-13,20:52:00,Transferência não reconhecida,CC100146,Uniclass,Online,57,Sul,RS,,
10394567234,,Conta Corrente,Conta Corrente,2026-05-08,1481.39,2026-05-07,01:44:00,Pix indevido,CC100335,Personnalité,Online,31,Sudeste,SP,,
96742130580,,Conta Corrente,Conta Corrente,2026-02-26,2466.61,2026-02-23,12:09:00,Transferência não reconhecida,CC100375,Varejo,Online,18,Centro-Oeste,DF,,
58674109276,,Conta Corrente,Conta Corrente,2026-02-12,988.89,2026-02-11,14:32:00,Boleto falso,CC100223,Uniclass,Online,42,Sudeste,SP,,
92416570811,,Conta Corrente,Conta Corrente,2026-01-29,906.21,2026-01-27,13:34:00,Boleto falso,CC100228,Varejo,Online,43,Sudeste,RJ,,
63409721525,4884069580991618,Cartão,Conta Corrente,2026-03-26,1429.85,2026-03-24,03:07:16,Cartão clonado,TK100086,Uniclass,Online,59,Nordeste,PB,Loja Online X,Stone
54962780310,,Conta Corrente,Conta Corrente,2026-01-15,2072.98,2026-01-15,00:21:00,Boleto falso,CC100368,Uniclass,Online,41,Sudeste,RJ,,
13627958012,,Conta Corrente,Conta Corrente,2026-05-10,1517.32,2026-05-10,02:28:00,Boleto falso,CC100219,Uniclass,Online,53,Sul,RS,,
47158263053,,Conta Corrente,Conta Corrente,2026-03-12,1378.51,2026-03-11,09:09:00,Pix indevido,CC100248,Varejo,Online,27,Nordeste,BA,,
67489231078,,Conta Corrente,Conta Corrente,2026-03-19,2127.61,2026-03-19,19:44:00,Transferência não reconhecida,CC100369,Varejo,Online,40,Sudeste,MG,,
24108563735,,Conta Corrente,Conta Corrente,2026-03-21,1033.59,2026-03-18,23:42:00,Pix indevido,CC100244,Personnalité,Online,18,Nordeste,RN,,
95201478379,,Conta Corrente,Conta Corrente,2026-01-22,873.98,2026-01-21,12:39:00,Transferência não reconhecida,CC100286,Personnalité,Online,40,Sudeste,RJ,,
95246381005,,Conta Corrente,Conta Corrente,2026-05-01,675.64,2026-04-30,22:16:00,Pix indevido,CC100331,Varejo,Online,43,Sudeste,RJ,,
51243687053,,Conta Corrente,Conta Corrente,2026-06-22,2153.43,2026-06-22,05:07:00,Transferência não reconhecida,CC100183,Uniclass,Online,69,Centro-Oeste,MT,,
18276495346,,Conta Corrente,Conta Corrente,2026-01-01,2448.81,2025-12-31,08:36:00,Pix indevido,CC100246,Varejo,Online,50,Sudeste,SP,,
97153406280,,Conta Corrente,Conta Corrente,2026-04-11,2251.76,2026-04-08,13:10:00,Boleto falso,CC100311,Varejo,Online,27,Sudeste,ES,,
70519468384,,Conta Corrente,Conta Corrente,2026-06-09,772.38,2026-06-08,04:29:00,Boleto falso,CC100255,Varejo,Online,43,Sudeste,ES,,
67195480348,,Conta Corrente,Conta Corrente,2026-01-06,1464.39,2026-01-03,21:35:00,Pix indevido,CC100310,Varejo,Online,30,Sudeste,MG,,
36840927113,,Conta Corrente,Conta Corrente,2026-06-10,2442.91,2026-06-09,13:22:00,Pix indevido,CC100129,Uniclass,Online,49,Norte,RO,,
80954271360,4281110474393389,Cartão,Conta Corrente,2026-03-27,1763.72,2026-03-25,23:17:35,Cartão clonado,TK100038,Uniclass,Online,57,Centro-Oeste,GO,Steam,Stone
56937042892,4946649708667259,Cartão,Conta Corrente,2026-05-15,1760.38,2026-05-13,05:25:22,Compra não reconhecida,TK100011,Varejo,Online,38,Sul,RS,Steam,Getnet
16073845901,,Conta Corrente,Conta Corrente,2026-06-19,780.72,2026-06-18,17:11:00,Transferência não reconhecida,CC100297,Varejo,Online,31,Norte,RO,,
52793140643,,Conta Corrente,Conta Corrente,2026-02-21,2206.37,2026-02-18,17:38:00,Transferência não reconhecida,CC100185,Varejo,Online,37,Nordeste,RN,,
10362894787,,Conta Corrente,Conta Corrente,2026-06-24,1273.05,2026-06-22,06:48:00,Boleto falso,CC100298,Uniclass,Online,35,Nordeste,BA,,
21508976368,,Conta Corrente,Conta Corrente,2026-02-24,679.68,2026-02-24,21:44:00,Pix indevido,CC100346,Uniclass,Online,54,Sudeste,ES,,
68732149069,4368493110262707,Cartão,Conta Corrente,2026-02-21,1105.65,2026-02-20,23:30:24,Transação recorrente indevida,TK100112,Varejo,Online,39,Nordeste,CE,Loja Online X,Getnet
86537042992,,Conta Corrente,Conta Corrente,2026-04-28,221.52,2026-04-27,07:10:00,Transferência não reconhecida,CC100179,Varejo,Online,38,Nordeste,PB,,
07915683268,,Conta Corrente,Conta Corrente,2026-03-11,262.71,2026-03-09,09:39:00,Transferência não reconhecida,CC100268,Uniclass,Online,30,Sudeste,SP,,
29461073887,,Conta Corrente,Conta Corrente,2026-04-18,98.41,2026-04-18,08:56:00,Pix indevido,CC100296,Varejo,Online,19,Sudeste,ES,,
87504932132,,Conta Corrente,Conta Corrente,2026-03-12,33.73,2026-03-10,20:33:00,Transferência não reconhecida,CC100287,Personnalité,Online,68,Sudeste,RJ,,
42785039629,,Conta Corrente,Conta Corrente,2026-03-31,2029.45,2026-03-29,05:09:00,Boleto falso,CC100421,Uniclass,Online,31,Nordeste,CE,,
56398210786,,Conta Corrente,Conta Corrente,2026-04-26,878.05,2026-04-26,02:35:00,Pix indevido,CC100384,Personnalité,Online,33,Sudeste,SP,,
76859130202,,Conta Corrente,Conta Corrente,2026-02-11,1548.24,2026-02-11,14:41:00,Transferência não reconhecida,CC100233,Personnalité,Online,35,Nordeste,PB,,
46718293555,,Conta Corrente,Conta Corrente,2026-06-30,2077.04,2026-06-30,11:01:00,Boleto falso,CC100271,Private,Online,45,Sul,RS,,
96503217803,,Conta Corrente,Conta Corrente,2026-03-29,455.42,2026-03-26,09:08:00,Transferência não reconhecida,CC100164,Uniclass,Online,44,Sudeste,SP,,
04798216313,,Conta Corrente,Conta Corrente,2026-01-21,565.01,2026-01-18,03:34:00,Pix indevido,CC100136,Uniclass,Online,38,Centro-Oeste,MS,,
87659421085,,Conta Corrente,Conta Corrente,2026-01-10,355.5,2026-01-08,00:43:00,Boleto falso,CC100197,Personnalité,Online,53,Sudeste,MG,,
83590246774,,Conta Corrente,Conta Corrente,2026-06-21,1411.26,2026-06-18,08:59:00,Pix indevido,CC100258,Personnalité,Online,28,Sudeste,SP,,
83796524109,,Conta Corrente,Conta Corrente,2026-01-18,1572.87,2026-01-16,17:43:00,Pix indevido,CC100232,Personnalité,Online,21,Sudeste,SP,,
61934725099,4715715297587859,Cartão,Conta Corrente,2026-05-13,454.96,2026-05-10,02:07:51,Compra não reconhecida,TK100115,Varejo,Online,42,Centro-Oeste,DF,PlayStation,PagSeguro
32156490716,,Conta Corrente,Conta Corrente,2026-04-04,815.95,2026-04-04,05:39:00,Boleto falso,CC100120,Uniclass,Online,45,Sudeste,RJ,,
43291806506,,Conta Corrente,Conta Corrente,2026-06-20,2066.42,2026-06-19,15:06:00,Transferência não reconhecida,CC100224,Varejo,Online,55,Norte,PA,,
50132687968,,Conta Corrente,Conta Corrente,2026-05-01,2039.43,2026-05-01,10:08:00,Boleto falso,CC100353,Personnalité,Online,35,Sudeste,MG,,
12309875414,,Conta Corrente,Conta Corrente,2026-04-18,2302.72,2026-04-15,14:11:00,Pix indevido,CC100294,Personnalité,Online,25,Sudeste,RJ,,
27591608312,,Conta Corrente,Conta Corrente,2026-05-14,525.65,2026-05-11,20:13:00,Pix indevido,CC100127,Personnalité,Online,27,Sudeste,SP,,
92854673000,,Conta Corrente,Conta Corrente,2026-01-23,1127.1,2026-01-22,05:54:00,Pix indevido,CC100362,Varejo,Online,41,Nordeste,PE,,
28057149388,4356956832222808,Cartão,Conta Corrente,2026-03-04,1100.93,2026-03-01,01:24:30,Phishing,TK100107,Personnalité,Online,18,Nordeste,PE,Eletrônicos Y,Stone
16290457802,,Conta Corrente,Conta Corrente,2026-01-07,1063.33,2026-01-07,22:06:00,Pix indevido,CC100325,Varejo,Online,41,Sudeste,SP,,
96027531886,,Conta Corrente,Conta Corrente,2026-03-07,1026.4,2026-03-07,19:35:00,Pix indevido,CC100133,Varejo,Online,42,Sudeste,MG,,
71038264987,,Conta Corrente,Conta Corrente,2026-06-19,2039.63,2026-06-19,20:10:00,Boleto falso,CC100393,Varejo,Online,28,Sudeste,ES,,
98521673400,4947634276065448,Cartão,Conta Corrente,2026-01-16,408.95,2026-01-15,05:19:04,Compra não reconhecida,TK100044,Uniclass,Online,30,Sudeste,SP,PlayStation,Rede
82934057674,,Conta Corrente,Conta Corrente,2026-03-28,170.36,2026-03-27,10:56:00,Boleto falso,CC100402,Personnalité,Online,18,Sudeste,ES,,
15802493615,4121707824168742,Cartão,Conta Corrente,2026-01-12,1049.25,2026-01-10,02:38:34,Compra não reconhecida,TK100065,Uniclass,Online,26,Sudeste,SP,Loja Online X,Cielo
41208397532,,Conta Corrente,Conta Corrente,2026-02-09,1661.49,2026-02-09,23:40:00,Transferência não reconhecida,CC100283,Varejo,Online,21,Sul,PR,,
45980612785,4261418094124274,Cartão,Conta Corrente,2026-05-06,756.39,2026-05-06,03:36:08,Compra não reconhecida,TK100085,Uniclass,Online,32,Nordeste,RN,PlayStation,Cielo
63279108403,,Conta Corrente,Conta Corrente,2026-02-17,1905.52,2026-02-16,18:11:00,Boleto falso,CC100242,Varejo,Online,31,Sudeste,MG,,
91275038603,,Conta Corrente,Conta Corrente,2026-06-11,1163.53,2026-06-11,21:10:00,Boleto falso,CC100186,Varejo,Online,27,Centro-Oeste,MS,,
19270835677,,Conta Corrente,Conta Corrente,2026-05-16,145.09,2026-05-14,16:54:00,Boleto falso,CC100159,Varejo,Online,55,Sudeste,MG,,
94637081203,4365660485508322,Cartão,Conta Corrente,2026-05-19,1712.5,2026-05-15,22:22:25,Compra não reconhecida,TK100012,Varejo,Online,50,Sudeste,SP,Steam,Rede
23961804524,4072087696163791,Cartão,Conta Corrente,2026-04-08,575.79,2026-04-04,22:33:52,Compra não reconhecida,TK100035,Varejo,Online,41,Sudeste,ES,Mercado Livre,Rede
65238904142,4534332030047215,Cartão,Conta Corrente,2026-02-21,627.84,2026-02-21,02:41:53,Compra não reconhecida,TK100028,Varejo,Online,23,Sudeste,ES,Steam,Stone
29803475150,,Conta Corrente,Conta Corrente,2026-03-23,1378.56,2026-03-21,08:29:00,Transferência não reconhecida,CC100170,Personnalité,Online,48,Sudeste,MG,,
65314790866,,Conta Corrente,Conta Corrente,2026-01-26,2164.63,2026-01-25,18:30:00,Boleto falso,CC100142,Personnalité,Online,31,Sudeste,ES,,
56209314805,,Conta Corrente,Conta Corrente,2026-06-07,538.2,2026-06-04,18:31:00,Pix indevido,CC100349,Private,Online,24,Sudeste,ES,,
51208347608,,Conta Corrente,Conta Corrente,2026-04-08,2408.28,2026-04-06,11:03:00,Pix indevido,CC100299,Personnalité,Online,29,Sul,SC,,
75914623855,,Conta Corrente,Conta Corrente,2026-01-14,637.43,2026-01-12,02:15:00,Boleto falso,CC100221,Personnalité,Online,36,Sudeste,SP,,
95812643709,4718942402900139,Cartão,Conta Corrente,2026-05-20,441.69,2026-05-17,01:02:44,Phishing,TK100095,Personnalité,Online,50,Sudeste,MG,PlayStation,Cielo
18935427691,4437787861396691,Cartão,Conta Corrente,2026-02-19,573.49,2026-02-18,23:26:41,Compra não reconhecida,TK100051,Varejo,Online,45,Sudeste,RJ,PlayStation,Getnet
56081924351,,Conta Corrente,Conta Corrente,2026-04-17,2206.26,2026-04-14,21:56:00,Transferência não reconhecida,CC100240,Varejo,Online,25,Sul,RS,,
21460759885,,Conta Corrente,Conta Corrente,2026-05-31,2072.87,2026-05-31,00:19:00,Transferência não reconhecida,CC100327,Varejo,Online,22,Sul,SC,,
19864732013,,Conta Corrente,Conta Corrente,2026-05-14,790.44,2026-05-13,11:02:00,Boleto falso,CC100333,Personnalité,Online,18,Nordeste,PE,,
93245867182,,Conta Corrente,Conta Corrente,2026-04-26,1750.66,2026-04-24,14:29:00,Boleto falso,CC100178,Personnalité,Online,48,Sudeste,ES,,
56398210786,4405464286403056,Cartão,Conta Corrente,2026-05-13,413.58,2026-05-12,23:12:20,Engenharia social,TK100041,Personnalité,Online,33,Sudeste,SP,Steam,PagSeguro
72981063502,,Conta Corrente,Conta Corrente,2026-04-10,1911.33,2026-04-10,09:19:00,Pix indevido,CC100340,Uniclass,Online,36,Sudeste,MG,,
89457361075,,Conta Corrente,Conta Corrente,2026-04-09,2320.19,2026-04-08,17:13:00,Transferência não reconhecida,CC100206,Personnalité,Online,32,Sul,SC,,
21769534016,,Conta Corrente,Conta Corrente,2026-01-05,2322.5,2026-01-05,06:56:00,Boleto falso,CC100282,Varejo,Online,33,Nordeste,BA,,
93254087674,,Conta Corrente,Conta Corrente,2026-05-16,2388.48,2026-05-15,10:08:00,Transferência não reconhecida,CC100254,Uniclass,Online,39,Sudeste,MG,,
98521673400,,Conta Corrente,Conta Corrente,2026-03-30,46.11,2026-03-29,09:55:00,Boleto falso,CC100396,Uniclass,Online,30,Sudeste,SP,,
59640712361,4924838195275092,Cartão,Conta Corrente,2026-05-14,360.43,2026-05-14,02:44:51,Cartão clonado,TK100004,Private,Online,47,Sudeste,SP,PlayStation,Getnet
21508976368,,Conta Corrente,Conta Corrente,2026-02-09,2384.07,2026-02-07,17:37:00,Transferência não reconhecida,CC100256,Uniclass,Online,54,Sudeste,ES,,
97860123568,,Conta Corrente,Conta Corrente,2026-02-02,1007.24,2026-01-30,10:29:00,Boleto falso,CC100392,Varejo,Online,29,Sudeste,RJ,,
16490528398,4253857088588412,Cartão,Conta Corrente,2026-04-11,1037.28,2026-04-08,22:08:47,Cartão clonado,TK100100,Varejo,Online,57,Sudeste,RJ,Loja Online X,Stone
58961732021,,Conta Corrente,Conta Corrente,2026-01-25,793.2,2026-01-23,12:05:00,Pix indevido,CC100226,Varejo,Online,53,Sudeste,ES,,
24651098398,,Conta Corrente,Conta Corrente,2026-03-25,1714.87,2026-03-22,18:35:00,Transferência não reconhecida,CC100374,Uniclass,Online,73,Norte,RO,,
31470826950,,Conta Corrente,Conta Corrente,2026-04-12,989.4,2026-04-09,19:20:00,Transferência não reconhecida,CC100213,Personnalité,Online,46,Sul,PR,,
71543692800,,Conta Corrente,Conta Corrente,2026-06-24,1225.1,2026-06-24,14:07:00,Pix indevido,CC100171,Uniclass,Online,41,Sul,RS,,
73895260177,4220587848943643,Cartão,Conta Corrente,2026-06-18,616.79,2026-06-15,03:16:12,Cartão clonado,TK100098,Varejo,Online,53,Sudeste,ES,Eletrônicos Y,Cielo
92307456180,,Conta Corrente,Conta Corrente,2026-03-21,796.23,2026-03-21,14:24:00,Transferência não reconhecida,CC100292,Varejo,Online,52,Sudeste,ES,,
47560832938,,Conta Corrente,Conta Corrente,2026-04-06,517.09,2026-04-04,16:22:00,Boleto falso,CC100215,Varejo,Online,64,Sul,RS,,
74352619809,4205893614218554,Cartão,Conta Corrente,2026-04-24,1048.39,2026-04-22,05:05:28,Compra não reconhecida,TK100061,Varejo,Online,45,Centro-Oeste,DF,Mercado Livre,Getnet
98260731487,4426880838380647,Cartão,Conta Corrente,2026-04-08,464.85,2026-04-07,04:33:48,Cartão clonado,TK100047,Varejo,Online,43,Sul,PR,Mercado Livre,PagSeguro
03297481650,4244621453757756,Cartão,Conta Corrente,2026-01-27,531.31,2026-01-27,05:00:14,Compra não reconhecida,TK100032,Varejo,Online,63,Sul,SC,Mercado Livre,Cielo
42785039629,,Conta Corrente,Conta Corrente,2026-04-11,2070.65,2026-04-08,10:31:00,Boleto falso,CC100267,Uniclass,Online,31,Nordeste,CE,,
83906724131,,Conta Corrente,Conta Corrente,2026-04-30,1886.45,2026-04-30,20:16:00,Transferência não reconhecida,CC100200,Personnalité,Online,28,Sudeste,ES,,
35912846024,,Conta Corrente,Conta Corrente,2026-06-12,1864.19,2026-06-10,23:55:00,Pix indevido,CC100390,Varejo,Online,21,Sudeste,ES,,
