cpf_em_texto_14,cartao_mascarado,data,hora,valor,estabelecimento,ramo,tipo_transacao,adquirente,status
047.963.852-74,499544******5319,2026-02-12,20:52:40,20.53,Loja Online X,E-commerce,Presencial,Stone,Aprovada
309.825.741-50,422272******4189,2026-04-02,23:29:33,9.72,iFood,Alimentação,Online,Cielo,Aprovada
192.604.387-13,471087******2010,2026-05-31,02:02:11,48.96,Decathlon,Esportes,Presencial,Stone,Aprovada
983.265.147-64,435138******8656,2026-01-16,05:20:08,41.25,Shell,Combustível,Presencial,Cielo,Aprovada
865.924.301-33,420317******6190,2026-05-22,00:21:39,42.53,Decathlon,Esportes,Online,Cielo,Aprovada
125.794.360-06,449890******8873,2026-03-25,16:35:32,50.39,iFood,Alimentação,Presencial,Stone,Aprovada
580.742.391-79,466842******0438,2026-06-14,21:05:42,20.76,Decathlon,Esportes,Presencial,Getnet,Aprovada
584.203.917-60,446895******3799,2026-06-12,09:39:14,46.89,Pão de Açúcar,Supermercado,Presencial,Rede,Aprovada
537.286.094-47,434843******8866,2026-04-28,02:20:15,34.44,PlayStation,Games,Presencial,PagSeguro,Aprovada
257.431.689-46,442922******5055,2026-02-22,05:20:01,23.99,Magalu,Varejo,Presencial,Cielo,Aprovada
530.849.216-60,462328******4689,2026-04-29,06:48:38,34.72,Raia,Farmácia,Presencial,PagSeguro,Aprovada
796.815.432-46,455189******7952,2026-01-22,01:00:39,8.0,Shell,Combustível,Online,Getnet,Aprovada
196.052.847-58,422446******9953,2026-01-08,05:22:38,105.79,Shell,Combustível,Presencial,Rede,Aprovada
349.065.728-47,498176******5333,2026-05-06,12:59:00,155.02,Steam,Games,Presencial,PagSeguro,Aprovada
862.350.971-40,465761******2831,2026-03-29,08:07:30,55.37,LATAM,Viagens,Presencial,Stone,Aprovada
254.976.031-06,497064******4166,2026-06-07,01:51:05,914.2,Eletrônicos Y,Tecnologia,Online,Rede,Aprovada
534.196.820-42,411359******4146,2026-03-01,08:21:15,30.91,Loja Online X,E-commerce,Online,Cielo,Aprovada
508.249.316-70,460307******1153,2026-03-02,01:14:14,44.19,iFood,Alimentação,Presencial,Stone,Aprovada
508.249.316-70,460307******1153,2026-02-04,14:44:17,15.16,Steam,Games,Presencial,Cielo,Aprovada
174.850.396-01,470558******3189,2026-04-15,10:06:19,59.26,Steam,Games,Online,Stone,Aprovada
659.487.023-83,409568******6468,2026-05-11,09:43:47,14.18,Magalu,Varejo,Presencial,Getnet,Aprovada
651.970.348-66,408875******1884,2026-04-09,22:02:24,11.61,Apple,Tecnologia,Presencial,Rede,Aprovada
317.946.082-22,427103******1558,2026-05-07,01:37:55,41.41,iFood,Alimentação,Presencial,Stone,Negada
305.879.124-05,447640******9224,2026-05-11,07:29:09,68.55,Drogasil,Farmácia,Online,PagSeguro,Aprovada
043.967.281-31,473390******0775,2026-05-06,08:11:26,88.3,LATAM,Viagens,Presencial,Stone,Aprovada
869.721.504-85,498243******2416,2026-01-08,11:24:00,38.45,Uber,Mobilidade,Presencial,PagSeguro,Aprovada
406.289.571-49,452314******2783,2026-06-09,13:49:34,129.75,Booking,Viagens,Presencial,Cielo,Aprovada
946.370.812-03,436566******8322,2026-01-11,21:54:23,71.51,Magalu,Varejo,Online,Rede,Negada
468.729.051-58,430502******5702,2026-02-25,01:16:22,48.07,Eletrônicos Y,Tecnologia,Presencial,Getnet,Aprovada
540.167.382-53,483670******5810,2026-03-11,20:46:48,17.94,Loja Online X,E-commerce,Presencial,PagSeguro,Aprovada
529.816.043-33,485962******6739,2026-01-10,13:14:33,72.39,PlayStation,Games,Presencial,Cielo,Aprovada
697.538.201-86,480405******3452,2026-01-09,01:32:06,17.38,Magalu,Varejo,Presencial,Getnet,Aprovada
245.087.169-11,480767******0395,2026-04-16,22:30:48,28.2,Booking,Viagens,Online,Getnet,Aprovada
159.462.307-43,467260******1866,2026-01-16,20:30:37,25.12,iFood,Alimentação,Presencial,Getnet,Aprovada
985.216.734-00,494763******5448,2026-01-31,04:28:48,23.11,Netshoes,Varejo,Presencial,Stone,Aprovada
623.941.805-60,464966******8055,2026-06-21,22:31:40,26.49,Booking,Viagens,Online,Rede,Aprovada
512.083.476-08,447907******4482,2026-01-05,10:39:54,13.24,Decathlon,Esportes,Presencial,Rede,Aprovada
631.245.870-90,469255******0073,2026-06-27,22:13:54,75.0,Drogasil,Farmácia,Presencial,Cielo,Aprovada
615.790.328-77,492989******3998,2026-06-20,05:08:47,31.08,Mercado Livre,E-commerce,Online,PagSeguro,Aprovada
087.924.163-22,433906******2447,2026-03-12,18:02:43,32.71,Raia,Farmácia,Presencial,PagSeguro,Aprovada
407.926.185-30,404312******7593,2026-06-05,23:11:15,132.48,Pão de Açúcar,Supermercado,Presencial,Stone,Aprovada
587.936.241-82,438602******2616,2026-04-26,14:55:11,80.97,Drogasil,Farmácia,Presencial,Getnet,Aprovada
965.032.178-03,430663******4314,2026-01-24,00:29:06,17.76,Apple,Tecnologia,Presencial,Rede,Aprovada
795.631.840-84,440479******0174,2026-01-05,15:56:25,10.49,Steam,Games,Presencial,Cielo,Aprovada
461.235.780-90,400319******2572,2026-05-05,01:36:40,27.84,Steam,Games,Presencial,Rede,Aprovada
937.485.026-56,471289******2559,2026-03-19,05:18:26,24.9,Uber,Mobilidade,Online,Stone,Aprovada
108.395.726-03,451196******4254,2026-06-18,19:46:10,35.17,iFood,Alimentação,Presencial,Getnet,Aprovada
194.576.283-73,413356******1321,2026-04-04,23:56:29,17.92,Magalu,Varejo,Presencial,Rede,Aprovada
729.015.863-68,415632******9692,2026-01-06,09:42:19,52.77,LATAM,Viagens,Presencial,Getnet,Negada
951.630.842-24,489624******5255,2026-05-04,18:53:53,62.46,Raia,Farmácia,Online,PagSeguro,Negada
049.267.813-87,473983******0186,2026-04-29,06:57:41,104.16,Mercado Livre,E-commerce,Presencial,Getnet,Aprovada
843.095.271-32,471324******9279,2026-06-11,16:34:34,25.53,Loja Online X,E-commerce,Presencial,PagSeguro,Aprovada
092.743.618-31,463067******6207,2026-05-19,14:54:01,130.08,Decathlon,Esportes,Presencial,Stone,Aprovada
184.769.302-40,472221******1985,2026-02-06,13:10:16,11.36,Amazon BR,E-commerce,Presencial,Stone,Aprovada
652.748.031-80,454854******8226,2026-04-23,03:41:30,19.47,iFood,Alimentação,Presencial,Rede,Aprovada
960.321.754-99,497957******9255,2026-01-15,12:17:31,37.57,Drogasil,Farmácia,Presencial,Rede,Negada
614.793.820-78,494411******2341,2026-02-21,22:36:39,39.51,Apple,Tecnologia,Presencial,Stone,Aprovada
192.768.304-13,442355******8321,2026-05-06,05:04:18,46.8,Carrefour,Supermercado,Presencial,Rede,Aprovada
985.347.216-37,431328******6820,2026-04-11,03:55:24,19.79,Loja Online X,E-commerce,Online,PagSeguro,Aprovada
258.349.017-60,482663******5390,2026-04-12,06:33:04,38.26,iFood,Alimentação,Presencial,Rede,Aprovada
257.431.689-46,442922******5055,2026-05-28,18:07:52,21.12,Steam,Games,Presencial,Rede,Aprovada
893.410.267-50,442160******0748,2026-06-08,12:05:19,29.25,Steam,Games,Presencial,Stone,Aprovada
982.367.504-00,458411******8047,2026-04-18,02:39:57,19.84,Renner,Varejo,Presencial,Rede,Aprovada
842.579.063-83,468553******4210,2026-04-13,07:55:39,26.02,iFood,Alimentação,Presencial,Getnet,Aprovada
438.720.519-97,487726******7043,2026-06-26,06:57:05,15.8,Booking,Viagens,Presencial,Cielo,Aprovada
496.327.501-52,432153******5651,2026-02-14,02:11:43,15.37,Apple,Tecnologia,Presencial,Cielo,Aprovada
280.571.346-07,440395******6658,2026-05-14,07:30:04,74.21,Drogasil,Farmácia,Online,Getnet,Aprovada
369.742.518-82,441358******5340,2026-04-13,02:40:05,37.02,Spotify,Assinaturas,Presencial,Rede,Aprovada
194.630.572-34,427940******6770,2026-01-31,17:07:17,9.8,Renner,Varejo,Presencial,PagSeguro,Aprovada
973.628.450-65,425858******1851,2026-02-27,00:00:42,33.93,Shell,Combustível,Presencial,Stone,Aprovada
198.472.503-32,458901******6390,2026-04-01,04:52:21,15.26,Renner,Varejo,Presencial,Rede,Aprovada
623.471.590-70,400289******6466,2026-03-11,19:10:34,75.46,Raia,Farmácia,Online,PagSeguro,Aprovada
923.608.147-96,442914******8623,2026-02-10,15:43:31,38.1,iFood,Alimentação,Online,Stone,Aprovada
487.205.319-23,486225******5926,2026-02-24,23:19:40,16.27,Drogasil,Farmácia,Online,Getnet,Aprovada
691.348.527-19,405792******5893,2026-04-23,17:08:30,41.0,LATAM,Viagens,Presencial,Stone,Aprovada
619.487.250-02,414000******4726,2026-05-10,02:48:10,25.41,Pão de Açúcar,Supermercado,Online,PagSeguro,Aprovada
941.708.325-23,497345******4780,2026-05-03,21:57:59,48.37,Apple,Tecnologia,Presencial,Rede,Aprovada
572.314.869-91,433707******8758,2026-02-27,06:18:45,45.85,Renner,Varejo,Online,Stone,Aprovada
184.397.652-82,427927******4550,2026-03-05,01:11:37,40.83,Apple,Tecnologia,Presencial,Stone,Aprovada
983.265.147-64,435138******8656,2026-06-23,18:09:00,75.77,Eletrônicos Y,Tecnologia,Presencial,Getnet,Aprovada
862.047.139-22,473171******6241,2026-05-27,20:42:42,43.51,Apple,Tecnologia,Presencial,Rede,Aprovada
865.924.301-33,420317******6190,2026-06-14,04:00:26,35.69,Netshoes,Varejo,Presencial,Getnet,Aprovada
261.750.493-06,493514******7115,2026-06-17,18:37:33,39.69,Renner,Varejo,Online,Stone,Aprovada
691.083.745-20,451332******9199,2026-02-03,14:19:13,91.18,Drogasil,Farmácia,Presencial,Cielo,Aprovada
192.604.387-13,471087******2010,2026-02-16,07:21:55,22.17,Eletrônicos Y,Tecnologia,Presencial,Stone,Aprovada
438.720.519-97,487726******7043,2026-05-15,10:48:01,24.55,Eletrônicos Y,Tecnologia,Online,PagSeguro,Aprovada
710.382.649-87,416685******1197,2026-04-15,13:24:11,62.31,Spotify,Assinaturas,Presencial,Stone,Aprovada
430.796.528-00,491577******3291,2026-04-14,04:53:09,25.79,Loja Online X,E-commerce,Presencial,Rede,Negada
734.510.826-08,421698******3577,2026-03-30,03:41:41,74.15,Pão de Açúcar,Supermercado,Online,PagSeguro,Aprovada
685.039.274-38,432170******9563,2026-02-09,11:14:26,34.98,Carrefour,Supermercado,Presencial,PagSeguro,Aprovada
172.640.539-70,486369******3442,2026-04-12,10:34:59,44.35,Decathlon,Esportes,Online,Rede,Aprovada
809.542.713-60,428111******3389,2026-04-04,12:52:40,24.17,LATAM,Viagens,Presencial,Getnet,Aprovada
278.914.365-09,460372******9341,2026-06-03,04:38:03,15.83,Uber,Mobilidade,Online,Cielo,Aprovada
530.849.216-60,462328******4689,2026-04-29,21:05:22,115.72,Booking,Viagens,Presencial,Stone,Aprovada
043.961.287-03,414716******6104,2026-06-30,23:26:28,51.73,Renner,Varejo,Online,Rede,Aprovada
985.371.246-64,422101******6493,2026-01-13,05:22:48,38.63,Pão de Açúcar,Supermercado,Online,PagSeguro,Aprovada
928.546.730-00,462177******6000,2026-04-03,06:46:35,64.72,Carrefour,Supermercado,Presencial,Getnet,Aprovada
416.823.507-62,491806******1545,2026-04-06,04:42:20,10.43,Pão de Açúcar,Supermercado,Presencial,PagSeguro,Aprovada
869.173.405-10,465205******2040,2026-02-13,08:09:02,50.08,Decathlon,Esportes,Presencial,Stone,Aprovada
428.167.593-00,472073******9289,2026-06-21,22:41:12,79.96,Amazon BR,E-commerce,Presencial,Stone,Aprovada
931.678.245-73,460534******8478,2026-01-02,08:10:43,254.85,Drogasil,Farmácia,Presencial,Rede,Aprovada
908.576.423-83,481136******7742,2026-06-29,11:45:27,38.77,Loja Online X,E-commerce,Online,Stone,Aprovada
324.795.108-32,474090******8554,2026-06-08,09:29:56,58.27,Shell,Combustível,Online,Getnet,Negada
405.137.698-20,464816******4899,2026-02-10,22:47:18,31.61,Apple,Tecnologia,Online,Rede,Aprovada
419.573.620-06,438682******1070,2026-03-04,12:49:18,17.43,Eletrônicos Y,Tecnologia,Presencial,PagSeguro,Aprovada
953.876.401-39,493382******9313,2026-06-12,06:11:57,38.96,Magalu,Varejo,Presencial,Stone,Aprovada
369.710.825-59,487068******2228,2026-04-07,17:58:45,16.35,Steam,Games,Presencial,Getnet,Aprovada
268.741.039-03,485252******6022,2026-03-28,14:15:31,34.07,Eletrônicos Y,Tecnologia,Online,PagSeguro,Aprovada
021.654.398-33,434921******2607,2026-05-16,06:31:16,46.06,Mercado Livre,E-commerce,Online,Getnet,Aprovada
215.309.874-23,457119******3862,2026-05-14,03:14:26,60.87,Shell,Combustível,Presencial,Cielo,Aprovada
723.498.501-88,430254******0658,2026-01-18,18:00:45,39.61,Uber,Mobilidade,Presencial,Rede,Aprovada
561.289.703-03,467186******0726,2026-03-05,22:08:56,38.45,PlayStation,Games,Presencial,PagSeguro,Aprovada
439.602.851-24,435932******6511,2026-02-14,23:15:06,21.63,Renner,Varejo,Presencial,Getnet,Aprovada
089.342.715-23,415754******8269,2026-02-02,04:43:34,35.8,Amazon BR,E-commerce,Presencial,Getnet,Aprovada
274.698.510-11,433774******7791,2026-05-16,06:43:00,32.12,Renner,Varejo,Presencial,Rede,Aprovada
461.235.780-90,400319******2572,2026-03-16,08:23:11,83.13,Raia,Farmácia,Presencial,Getnet,Aprovada
496.327.501-52,432153******5651,2026-04-23,02:38:55,23.95,Magalu,Varejo,Presencial,PagSeguro,Aprovada
596.407.123-61,492483******5092,2026-03-05,12:26:39,17.24,Apple,Tecnologia,Online,Rede,Aprovada
324.567.190-34,420257******2238,2026-03-02,08:47:39,43.78,Magalu,Varejo,Presencial,Getnet,Aprovada
014.596.723-99,489085******9779,2026-06-09,15:17:05,68.0,Netshoes,Varejo,Online,PagSeguro,Aprovada
764.823.195-64,476276******1040,2026-02-14,07:18:12,81.52,Raia,Farmácia,Presencial,Rede,Aprovada
936.871.420-78,426614******7061,2026-03-20,15:54:41,130.27,Loja Online X,E-commerce,Presencial,Rede,Aprovada
164.982.370-31,453921******9476,2026-03-21,01:11:34,54.54,Spotify,Assinaturas,Presencial,Getnet,Aprovada
935.486.107-57,474755******5579,2026-01-26,02:39:43,79.75,Mercado Livre,E-commerce,Presencial,Stone,Aprovada
263.541.089-51,409188******9891,2026-03-16,19:11:56,23.95,Drogasil,Farmácia,Online,Getnet,Aprovada
103.286.947-03,400865******8173,2026-02-26,13:53:55,74.7,Eletrônicos Y,Tecnologia,Online,PagSeguro,Aprovada
875.049.321-32,405694******9945,2026-05-31,15:25:46,8.0,Pão de Açúcar,Supermercado,Presencial,Stone,Aprovada
274.698.510-11,433774******7791,2026-05-16,22:33:00,19.8,Pão de Açúcar,Supermercado,Presencial,Rede,Aprovada
872.536.901-68,462574******3678,2026-05-31,02:32:10,33.9,Carrefour,Supermercado,Presencial,Stone,Aprovada
932.540.876-74,406753******9123,2026-03-30,21:23:01,28.14,PlayStation,Games,Presencial,Cielo,Aprovada
432.918.065-06,458249******3977,2026-03-30,13:44:02,116.51,Steam,Games,Online,Stone,Aprovada
492.058.731-79,438701******3693,2026-06-02,15:36:00,19.07,Carrefour,Supermercado,Presencial,Rede,Aprovada
209.731.685-95,469465******8878,2026-06-08,19:55:09,26.29,Carrefour,Supermercado,Presencial,PagSeguro,Aprovada
587.306.291-95,455095******8106,2026-03-15,07:38:03,13.75,Renner,Varejo,Presencial,Getnet,Aprovada
108.395.726-03,451196******4254,2026-06-08,20:38:30,90.69,Loja Online X,E-commerce,Presencial,Getnet,Aprovada
290.678.354-47,429121******0414,2026-05-19,17:00:35,128.48,Shell,Combustível,Presencial,Getnet,Aprovada
845.769.102-30,451452******8623,2026-06-15,04:56:59,34.23,Uber,Mobilidade,Online,Cielo,Aprovada
562.308.974-74,480577******1749,2026-02-14,12:32:18,16.74,Steam,Games,Presencial,Getnet,Aprovada
059.268.374-56,408199******4521,2026-02-13,02:23:12,29.68,Google,Tecnologia,Presencial,Stone,Aprovada
309.876.524-00,459004******4001,2026-03-26,03:02:37,32.7,Magalu,Varejo,Online,Rede,Aprovada
672.803.519-21,464637******0189,2026-05-25,13:39:11,29.12,Booking,Viagens,Presencial,PagSeguro,Aprovada
170.834.659-75,423847******0895,2026-01-26,08:58:51,57.16,Carrefour,Supermercado,Presencial,Rede,Aprovada
714.230.896-69,478981******3509,2026-03-01,09:49:46,52.65,Loja Online X,E-commerce,Online,Stone,Aprovada
518.490.632-06,456278******8252,2026-04-22,16:58:28,17.54,Netshoes,Varejo,Presencial,PagSeguro,Aprovada
674.183.092-87,479229******0654,2026-04-27,20:18:15,24.24,Spotify,Assinaturas,Presencial,Cielo,Aprovada
587.306.291-95,455095******8106,2026-02-08,08:35:44,33.17,LATAM,Viagens,Presencial,Cielo,Aprovada
672.803.519-21,464637******0189,2026-04-03,11:13:20,28.29,Renner,Varejo,Presencial,Rede,Aprovada
350.127.689-30,414369******6170,2026-04-05,18:54:37,40.9,PlayStation,Games,Online,Cielo,Aprovada
280.571.346-07,440395******6658,2026-05-19,13:07:28,47.88,Pão de Açúcar,Supermercado,Online,Rede,Aprovada
970.514.623-34,436993******5871,2026-04-17,21:04:54,37.36,Raia,Farmácia,Presencial,Stone,Aprovada
614.793.820-78,494411******2341,2026-06-10,08:53:35,19.87,iFood,Alimentação,Online,Cielo,Aprovada
701.368.459-75,455720******8228,2026-01-20,02:33:38,19.07,LATAM,Viagens,Presencial,Rede,Aprovada
086.917.342-13,457096******7264,2026-01-08,02:02:27,11.97,Eletrônicos Y,Tecnologia,Online,PagSeguro,Aprovada
058.793.246-56,495143******3575,2026-03-21,02:01:31,63.45,Carrefour,Supermercado,Online,Cielo,Aprovada
794.128.035-32,421516******6927,2026-01-10,00:26:42,15.28,Eletrônicos Y,Tecnologia,Presencial,Rede,Negada
614.793.820-78,494411******2341,2026-06-29,02:35:10,77.93,Mercado Livre,E-commerce,Presencial,Rede,Negada
621.074.398-69,427862******0974,2026-01-13,22:55:20,35.13,Raia,Farmácia,Online,Rede,Aprovada
596.407.123-61,492483******5092,2026-01-21,13:49:36,18.7,Shell,Combustível,Presencial,Rede,Aprovada
238.516.974-64,402917******9831,2026-05-02,23:27:24,52.45,Decathlon,Esportes,Online,Stone,Aprovada
945.610.278-58,429776******3039,2026-04-01,16:50:07,38.48,Shell,Combustível,Presencial,Cielo,Aprovada
203.187.956-12,455351******0445,2026-05-14,02:17:01,25.53,Raia,Farmácia,Presencial,Getnet,Aprovada
325.061.894-24,424703******4701,2026-02-06,17:29:14,73.5,Decathlon,Esportes,Presencial,Stone,Aprovada
275.683.014-35,484693******1430,2026-04-15,17:36:15,14.65,Decathlon,Esportes,Presencial,Getnet,Aprovada
347.982.560-56,478087******4524,2026-06-13,22:04:16,23.2,Raia,Farmácia,Presencial,Stone,Aprovada
375.126.094-34,425402******4142,2026-02-05,09:00:59,33.26,Decathlon,Esportes,Presencial,PagSeguro,Aprovada
987.541.023-32,429400******1797,2026-03-05,04:26:30,91.47,iFood,Alimentação,Presencial,Stone,Aprovada
206.591.378-95,428819******4738,2026-03-05,03:24:43,26.96,Uber,Mobilidade,Online,PagSeguro,Negada
361.478.029-50,420114******9006,2026-01-20,22:57:03,25.39,Renner,Varejo,Online,Getnet,Aprovada
273.685.109-95,448237******8777,2026-03-26,14:37:57,44.51,Eletrônicos Y,Tecnologia,Presencial,PagSeguro,Aprovada
528.943.170-50,431061******3469,2026-02-04,09:53:24,29.99,Eletrônicos Y,Tecnologia,Presencial,PagSeguro,Aprovada
938.621.074-69,433646******1800,2026-05-17,06:21:28,25.21,Uber,Mobilidade,Presencial,PagSeguro,Aprovada
710.842.695-11,405030******2475,2026-01-31,12:13:34,59.2,Amazon BR,E-commerce,Online,Rede,Aprovada
317.805.926-12,425869******3793,2026-04-20,15:44:41,18.91,Apple,Tecnologia,Online,Stone,Aprovada
967.025.318-77,466994******6137,2026-05-11,19:08:45,23.19,Carrefour,Supermercado,Presencial,Cielo,Aprovada
827.046.391-40,444349******1483,2026-06-04,21:17:53,53.69,Magalu,Varejo,Presencial,Rede,Aprovada
719.546.380-00,464495******1413,2026-03-24,09:29:09,37.48,Mercado Livre,E-commerce,Online,Getnet,Aprovada
348.571.962-55,457250******1413,2026-01-19,05:18:16,116.68,Booking,Viagens,Presencial,PagSeguro,Negada
172.634.895-46,443957******5672,2026-01-27,08:36:49,18.11,Carrefour,Supermercado,Online,Cielo,Aprovada
419.275.603-06,435286******7942,2026-02-24,13:21:59,68.81,Netshoes,Varejo,Presencial,PagSeguro,Aprovada
172.640.539-70,486369******3442,2026-03-21,23:44:44,40.69,Renner,Varejo,Presencial,Getnet,Aprovada
297.360.584-92,472124******9206,2026-02-05,22:18:12,19.15,Eletrônicos Y,Tecnologia,Online,PagSeguro,Aprovada
234.165.078-35,453107******7697,2026-01-17,22:54:43,38.87,Loja Online X,E-commerce,Online,PagSeguro,Aprovada
047.982.163-13,450205******3451,2026-03-11,23:30:29,62.87,Spotify,Assinaturas,Presencial,PagSeguro,Aprovada
549.706.138-93,405759******4343,2026-02-22,09:37:34,23.57,Steam,Games,Presencial,Stone,Aprovada
612.984.375-55,415757******9683,2026-01-03,05:04:45,91.74,Eletrônicos Y,Tecnologia,Presencial,PagSeguro,Aprovada
572.314.869-91,433707******8758,2026-05-14,14:11:47,38.58,Amazon BR,E-commerce,Presencial,PagSeguro,Aprovada
425.683.109-60,419791******2583,2026-02-08,01:26:39,41.53,Decathlon,Esportes,Presencial,Stone,Aprovada
586.741.092-76,430761******9785,2026-03-02,07:54:26,50.81,Drogasil,Farmácia,Presencial,Stone,Aprovada
467.182.935-55,491781******9761,2026-06-02,08:18:37,238.59,Steam,Games,Online,Rede,Aprovada
157.823.904-41,403259******8873,2026-03-10,13:58:49,20.49,Renner,Varejo,Presencial,Rede,Aprovada
290.678.354-47,429121******0414,2026-05-09,07:51:21,140.64,Pão de Açúcar,Supermercado,Presencial,PagSeguro,Aprovada
634.150.879-48,407992******2998,2026-05-04,06:27:37,17.68,Apple,Tecnologia,Presencial,Rede,Aprovada
309.825.741-50,422272******4189,2026-01-02,22:04:20,26.72,Carrefour,Supermercado,Presencial,Stone,Aprovada
351.690.472-07,492921******0759,2026-02-28,04:08:55,44.88,Apple,Tecnologia,Presencial,Cielo,Negada
702.435.681-26,418049******8938,2026-05-05,11:40:02,24.34,Apple,Tecnologia,Online,Cielo,Aprovada
761.294.358-19,471243******3067,2026-01-21,03:21:16,60.2,Carrefour,Supermercado,Presencial,PagSeguro,Aprovada
692.845.037-10,441910******9467,2026-04-22,11:08:37,51.1,Google,Tecnologia,Online,Rede,Aprovada
328.901.645-51,416800******0158,2026-02-17,10:04:25,29.15,Mercado Livre,E-commerce,Online,Stone,Aprovada
045.697.381-84,493779******1572,2026-02-23,01:54:12,12.19,Pão de Açúcar,Supermercado,Online,PagSeguro,Aprovada
673.589.402-29,495263******3496,2026-01-20,11:06:10,58.1,Mercado Livre,E-commerce,Online,Stone,Aprovada
194.630.572-34,427940******6770,2026-06-09,10:23:30,18.28,Google,Tecnologia,Online,Stone,Aprovada
670.423.198-69,475720******1136,2026-05-15,01:09:32,26.61,Loja Online X,E-commerce,Presencial,Stone,Aprovada
082.356.974-83,411928******7000,2026-05-11,21:04:40,66.88,Mercado Livre,E-commerce,Online,Getnet,Aprovada
630.748.159-57,481311******5585,2026-04-06,19:45:23,42.02,iFood,Alimentação,Presencial,Getnet,Aprovada
512.436.870-53,454251******5454,2026-02-18,13:14:15,30.06,Google,Tecnologia,Online,Cielo,Aprovada
192.768.304-13,442355******8321,2026-06-04,02:57:25,84.8,Loja Online X,E-commerce,Online,Getnet,Aprovada
197.804.523-97,490899******2032,2026-02-28,05:53:03,46.81,Pão de Açúcar,Supermercado,Presencial,Cielo,Aprovada
384.975.206-29,451616******9703,2026-03-11,08:14:19,18.66,Shell,Combustível,Online,Rede,Aprovada
623.941.805-60,464966******8055,2026-03-21,19:15:46,46.4,Netshoes,Varejo,Presencial,Stone,Aprovada
627.485.903-92,464481******7903,2026-05-23,23:05:22,27.6,Netshoes,Varejo,Presencial,Cielo,Aprovada
529.816.043-33,485962******6739,2026-02-20,07:52:09,40.94,Shell,Combustível,Presencial,Cielo,Aprovada
502.684.719-67,472954******4429,2026-04-29,05:26:13,8.0,Carrefour,Supermercado,Presencial,Stone,Aprovada
903.167.548-20,446470******1221,2026-01-05,12:36:48,25.81,Shell,Combustível,Online,Rede,Aprovada
425.178.036-17,488859******4910,2026-05-14,10:33:05,30.76,PlayStation,Games,Online,Getnet,Negada
027.153.864-35,475839******4991,2026-05-08,11:45:17,64.32,Renner,Varejo,Presencial,Cielo,Negada
254.863.190-70,454515******6808,2026-06-04,08:45:51,29.41,Raia,Farmácia,Online,Cielo,Aprovada
659.078.243-10,439419******1298,2026-02-01,04:24:26,63.66,Renner,Varejo,Presencial,PagSeguro,Aprovada
192.037.458-23,456564******8936,2026-02-10,19:47:16,49.99,Carrefour,Supermercado,Presencial,PagSeguro,Aprovada
416.587.293-82,481630******8253,2026-05-09,20:19:42,47.82,iFood,Alimentação,Online,PagSeguro,Aprovada
290.678.354-47,429121******0414,2026-01-16,14:59:56,15.1,Loja Online X,E-commerce,Online,Stone,Aprovada
295.470.138-23,401287******5603,2026-04-30,00:48:04,11.08,Booking,Viagens,Presencial,Rede,Negada
651.409.387-66,431223******0493,2026-04-04,10:41:36,47.48,LATAM,Viagens,Online,Stone,Aprovada
029.471.568-11,483271******5155,2026-03-18,01:00:01,50.76,Uber,Mobilidade,Presencial,Cielo,Aprovada
184.769.302-40,472221******1985,2026-05-19,06:03:32,21.19,Uber,Mobilidade,Presencial,Getnet,Aprovada
712.438.069-31,435410******9341,2026-05-30,14:11:28,24.46,Netshoes,Varejo,Online,PagSeguro,Aprovada
130.469.827-04,458581******0607,2026-04-04,08:26:36,111.88,Amazon BR,E-commerce,Presencial,Getnet,Aprovada
374.260.589-56,473682******3018,2026-06-19,14:13:27,39.81,Drogasil,Farmácia,Presencial,PagSeguro,Aprovada
503.924.817-23,491589******2236,2026-04-29,04:42:24,37.06,Pão de Açúcar,Supermercado,Online,PagSeguro,Aprovada
938.621.074-69,433646******1800,2026-04-09,20:15:46,23.65,LATAM,Viagens,Online,Cielo,Aprovada
407.926.185-30,404312******7593,2026-01-11,15:05:59,11.31,Decathlon,Esportes,Presencial,Cielo,Aprovada
109.753.684-00,480096******3270,2026-03-30,21:44:39,38.09,Google,Tecnologia,Presencial,Stone,Aprovada
856.791.024-20,457785******3984,2026-03-03,09:04:17,17.73,iFood,Alimentação,Presencial,Getnet,Aprovada
234.165.078-35,453107******7697,2026-06-05,13:36:07,16.29,Renner,Varejo,Online,Getnet,Aprovada
158.024.936-15,412170******8742,2026-01-18,07:30:05,69.68,Steam,Games,Presencial,Cielo,Aprovada
248.350.619-42,449550******7444,2026-02-06,17:53:17,31.03,Carrefour,Supermercado,Presencial,Getnet,Aprovada
958.126.437-09,471894******0139,2026-01-21,03:40:07,84.43,Amazon BR,E-commerce,Presencial,Stone,Aprovada
326.081.459-06,412795******2572,2026-05-10,19:24:19,85.62,Decathlon,Esportes,Online,PagSeguro,Aprovada
583.096.147-48,417228******8876,2026-04-26,09:20:31,34.9,Google,Tecnologia,Presencial,PagSeguro,Aprovada
368.571.240-35,497015******3713,2026-05-24,08:57:55,12.94,Renner,Varejo,Presencial,Getnet,Negada
836.142.075-44,488147******1744,2026-01-13,03:21:31,32.88,Loja Online X,E-commerce,Presencial,Getnet,Aprovada
743.180.925-50,427143******2946,2026-02-25,02:52:19,10.6,iFood,Alimentação,Online,Getnet,Aprovada
589.617.320-21,446249******6031,2026-01-19,01:46:09,53.47,Eletrônicos Y,Tecnologia,Presencial,Rede,Aprovada
